sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
-0.7769107162034815,0.7861737163258655,-1.3357517138082824,-1.3110521154380599,0.0
-1.3807272395377006,0.3273172977739998,-1.2224563836931686,-1.3110521154380599,0.0
-1.2599634741954087,0.09788881499839387,-1.2224563836931686,-1.3110521154380599,0.0
-0.5353837613632078,0.7861737163258655,-1.2791040487507255,-1.0486667580006797,0.0
-0.7769107162034815,2.392170360758376,-1.2791040487507255,-1.4422447941567502,0.0
-0.41462057186522594,2.621598296534636,-1.3357517138082824,-1.3110521154380599,0.0
-1.139200284697427,0.09788881499839387,-1.2791040487507255,-1.3110521154380599,0.0
-1.018437095199445,0.3273172977739998,-1.4490469763941332,-1.3110521154380599,0.0
-0.41462057186522594,1.0156016521021254,-1.3923993788658393,-1.3110521154380599,0.0
-1.139200284697427,1.245029587878385,-1.3357517138082824,-1.4422447941567502,0.0
-1.7430168080316462,-0.1315391207778659,-1.3923993788658393,-1.3110521154380599,0.0
-0.8976739057014633,0.7861737163258655,-1.2791040487507255,-1.3110521154380599,0.0
-1.018437095199445,1.0156016521021254,-1.3923993788658393,-1.1798594269447538,0.0
-1.6222536185336642,-1.737536312209723,-1.3923993788658393,-1.1798594269447538,0.0
-1.7430168080316462,0.3273172977739998,-1.3923993788658393,-1.3110521154380599,0.0
-1.018437095199445,1.0156016521021254,-1.2224563836931686,-0.7862813810140672,0.0
-0.8976739057014633,1.7038860064302508,-1.0525134560497609,-1.0486667580006797,0.0
-1.2599634741954087,-0.1315391207778659,-1.3357517138082824,-1.1798594269447538,0.0
-0.8976739057014633,1.7038860064302508,-1.2224563836931686,-1.3110521154380599,0.0
-1.5014904290356825,0.3273172977739998,-1.3357517138082824,-1.3110521154380599,0.0
-0.6561469508611896,1.4744580706539911,-1.2791040487507255,-1.3110521154380599,0.0
-1.018437095199445,0.5567452335502596,-1.3357517138082824,-1.3110521154380599,0.0
1.3968289981374316,0.3273172977739998,0.5336206928569909,0.26325997053852507,1.0
0.6722492853052306,0.3273172977739998,0.42032549780040307,0.39445267858106353,1.0
1.2760658086394499,0.09788881499839387,0.6469161580306306,0.39445267858106353,1.0
-0.41462057186522594,-1.737536312209723,0.13708724004188164,0.13206726249598655,1.0
0.7930124748032124,-0.5903955393297317,0.47697309532869697,0.39445267858106353,1.0
-0.17309419286926234,-0.5903955393297317,0.42032549780040307,0.13206726249598655,1.0
0.5514860958072488,0.5567452335502596,0.5336206928569909,0.525645386623602,1.0
-1.139200284697427,-1.5081078294341168,-0.2594463478317535,-0.26151070523777104,1.0
0.9137756643011942,-0.36096705655412564,0.47697309532869697,0.13206726249598655,1.0
-0.7769107162034815,-0.8198234751059914,0.08043964251358773,0.26325997053852507,1.0
-1.018437095199445,-2.4258206665378483,-0.1461510177166398,-0.26151070523777104,1.0
0.06843276197101142,-0.1315391207778659,0.25038243509846947,0.39445267858106353,1.0
0.18919595146899323,-1.9669642479859826,0.13708724004188164,-0.26151070523777104,1.0
0.309959140966975,-0.36096705655412564,0.5336206928569909,0.26325997053852507,1.0
-0.2938573823672441,-0.36096705655412564,-0.08950342018834587,0.13206726249598655,1.0
1.034538853799176,0.09788881499839387,0.36367790027210917,0.26325997053852507,1.0
-0.2938573823672441,-0.1315391207778659,0.42032549780040307,0.39445267858106353,1.0
-0.05233042752697039,-0.8198234751059914,0.19373483757017557,-0.26151070523777104,1.0
0.43072233046495684,-1.9669642479859826,0.42032549780040307,0.39445267858106353,1.0
-0.2938573823672441,-1.2786798936578572,0.08043964251358773,-0.13031799719523254,1.0
0.06843276197101142,0.3273172977739998,0.5902685605023367,0.7880306463148211,1.0
0.309959140966975,-0.5903955393297317,0.13708724004188164,0.13206726249598655,1.0
0.5514860958072488,-1.2786798936578572,0.6469161580306306,0.39445267858106353,1.0
0.309959140966975,-0.5903955393297317,0.5336206928569909,0.0008747108473059515,1.0
0.6722492853052306,-0.36096705655412564,0.30703030274381526,0.13206726249598655,1.0
0.9137756643011942,-0.1315391207778659,0.36367790027210917,0.26325997053852507,1.0
1.155302619141468,-0.5903955393297317,0.5902685605023367,0.26325997053852507,1.0
1.034538853799176,-0.1315391207778659,0.7035637555589245,0.6568380946661405,1.0
0.18919595146899323,-0.36096705655412564,0.42032549780040307,0.39445267858106353,1.0
-0.17309419286926234,-1.0492519578815973,-0.1461510177166398,-0.26151070523777104,1.0
-0.41462057186522594,-1.5081078294341168,0.02379190992676789,-0.13031799719523254,1.0
-0.41462057186522594,-1.5081078294341168,-0.032855687601526025,-0.26151070523777104,1.0
-0.05233042752697039,-0.8198234751059914,0.08043964251358773,0.0008747108473059515,1.0
0.18919595146899323,-0.8198234751059914,0.7602113530872184,0.525645386623602,1.0
-0.5353837613632078,-0.1315391207778659,0.42032549780040307,0.39445267858106353,1.0
0.18919595146899323,0.7861737163258655,0.42032549780040307,0.525645386623602,1.0
1.034538853799176,0.09788881499839387,0.5336206928569909,0.39445267858106353,1.0
0.5514860958072488,-1.737536312209723,0.36367790027210917,0.13206726249598655,1.0
-0.2938573823672441,-0.1315391207778659,0.19373483757017557,0.13206726249598655,1.0
-0.41462057186522594,-1.2786798936578572,0.13708724004188164,0.13206726249598655,1.0
-0.41462057186522594,-1.0492519578815973,0.36367790027210917,0.0008747108473059515,1.0
0.309959140966975,-0.1315391207778659,0.47697309532869697,0.26325997053852507,1.0
-0.05233042752697039,-1.0492519578815973,0.13708724004188164,0.0008747108473059515,1.0
-1.018437095199445,-1.737536312209723,-0.2594463478317535,-0.26151070523777104,1.0
-0.2938573823672441,-0.8198234751059914,0.25038243509846947,0.13206726249598655,1.0
-0.17309419286926234,-0.1315391207778659,0.25038243509846947,0.0008747108473059515,1.0
-0.17309419286926234,-0.36096705655412564,0.25038243509846947,0.13206726249598655,1.0
0.43072233046495684,-0.36096705655412564,0.30703030274381526,0.13206726249598655,1.0
-0.8976739057014633,-1.2786798936578572,-0.4293892754751612,-0.13031799719523254,1.0
-0.17309419286926234,-0.5903955393297317,0.19373483757017557,0.13206726249598655,1.0
0.5514860958072488,0.5567452335502596,1.2700402710759673,1.7063794462187327,2.0
-0.05233042752697039,-0.8198234751059914,0.7602113530872184,0.9192233543573597,2.0
1.5175921876354135,-0.1315391207778659,1.2133926735476734,1.1816086140485786,2.0
0.5514860958072488,-0.36096705655412564,1.0434496108457398,0.7880306463148211,2.0
0.7930124748032124,-0.1315391207778659,1.1567450760193796,1.312801478484975,2.0
2.1214087109696327,-0.1315391207778659,1.6099261263627827,1.1816086140485786,2.0
-1.139200284697427,-1.2786798936578572,0.42032549780040307,0.6568380946661405,2.0
1.7591191424756871,-0.36096705655412564,1.4399833337779009,0.7880306463148211,2.0
1.034538853799176,-1.2786798936578572,1.1567450760193796,0.7880306463148211,2.0
1.6383553771333952,1.245029587878385,1.3266878686042614,1.7063794462187327,2.0
0.7930124748032124,0.3273172977739998,0.7602113530872184,1.0504160623998982,2.0
0.6722492853052306,-0.8198234751059914,0.8735068182608581,0.9192233543573597,2.0
1.155302619141468,-0.1315391207778659,0.986802013317446,1.1816086140485786,2.0
-0.17309419286926234,-1.2786798936578572,0.7035637555589245,1.0504160623998982,2.0
-0.05233042752697039,-0.5903955393297317,0.7602113530872184,1.5751868945700522,2.0
0.6722492853052306,0.3273172977739998,0.8735068182608581,1.4439940301336558,2.0
0.7930124748032124,-0.1315391207778659,0.986802013317446,0.7880306463148211,2.0
2.242171900467614,1.7038860064302508,1.6665737238910767,1.312801478484975,2.0
2.242171900467614,-1.0492519578815973,1.7798691890647163,1.4439940301336558,2.0
0.18919595146899323,-1.9669642479859826,0.7035637555589245,0.39445267858106353,2.0
1.2760658086394499,0.3273172977739998,1.1000972083740337,1.4439940301336558,2.0
-0.2938573823672441,-0.5903955393297317,0.6469161580306306,1.0504160623998982,2.0
2.242171900467614,-0.5903955393297317,1.6665737238910767,1.0504160623998982,2.0
0.5514860958072488,-0.8198234751059914,0.6469161580306306,0.7880306463148211,2.0
1.034538853799176,0.5567452335502596,1.1000972083740337,1.1816086140485786,2.0
1.6383553771333952,0.3273172977739998,1.2700402710759673,0.7880306463148211,2.0
0.43072233046495684,-0.5903955393297317,0.5902685605023367,0.7880306463148211,2.0
0.309959140966975,-0.1315391207778659,0.6469161580306306,0.7880306463148211,2.0
0.6722492853052306,-0.5903955393297317,1.0434496108457398,1.1816086140485786,2.0
1.6383553771333952,-0.1315391207778659,1.1567450760193796,0.525645386623602,2.0
1.879882331973669,-0.5903955393297317,1.3266878686042614,0.9192233543573597,2.0
2.483698855307888,1.7038860064302508,1.496630931306195,1.0504160623998982,2.0
0.6722492853052306,-0.5903955393297317,1.0434496108457398,1.312801478484975,2.0
0.5514860958072488,-0.5903955393297317,0.7602113530872184,0.39445267858106353,2.0
0.309959140966975,-1.0492519578815973,1.0434496108457398,0.26325997053852507,2.0
2.242171900467614,-0.1315391207778659,1.3266878686042614,1.4439940301336558,2.0
0.5514860958072488,0.7861737163258655,1.0434496108457398,1.5751868945700522,2.0
0.6722492853052306,0.09788881499839387,0.986802013317446,0.7880306463148211,2.0
0.18919595146899323,-0.1315391207778659,0.5902685605023367,0.7880306463148211,2.0
1.2760658086394499,0.09788881499839387,0.930154415789152,1.1816086140485786,2.0
1.034538853799176,0.09788881499839387,1.0434496108457398,1.5751868945700522,2.0
1.2760658086394499,0.09788881499839387,0.7602113530872184,1.4439940301336558,2.0
-0.05233042752697039,-0.8198234751059914,0.7602113530872184,0.9192233543573597,2.0
1.155302619141468,0.3273172977739998,1.2133926735476734,1.4439940301336558,2.0
1.034538853799176,0.5567452335502596,1.1000972083740337,1.7063794462187327,2.0
1.034538853799176,-0.1315391207778659,0.8168589506155124,1.4439940301336558,2.0
0.5514860958072488,-1.2786798936578572,0.7035637555589245,0.9192233543573597,2.0
0.7930124748032124,-0.1315391207778659,0.8168589506155124,1.0504160623998982,2.0
0.43072233046495684,0.7861737163258655,0.930154415789152,1.4439940301336558,2.0
0.06843276197101142,-0.1315391207778659,0.7602113530872184,0.7880306463148211,2.0
