Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
-1.5652279,1.3548127,1.5480071,0.4325504,-0.47340772,0.8959936,1.0046169
-0.36915746,1.3548127,0.03280645,0.4325504,-0.47340772,-0.12484968,-0.5685178
-1.5652279,-0.73728114,2.7601676,-0.4742788,0.767199,0.5991736,1.0046169
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,0.06632248,-0.5685178
-0.36915746,1.3548127,-0.57327384,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,-0.73728114,-0.0050735674,-0.4742788,-0.47340772,-0.5025817,1.0046169
-0.36915746,1.3548127,-1.7854344,0.4325504,2.0078058,-0.08963375,-0.5685178
0.82691294,-0.73728114,-1.3308742,4.0598674,2.0078058,0.2957291,-0.5685178
0.82691294,-0.73728114,-0.4975138,-0.4742788,-0.47340772,-0.5025817,1.0046169
-1.5652279,1.3548127,0.71464676,-0.4742788,-0.47340772,0.96181315,-0.5685178
-1.5652279,-0.73728114,1.244967,0.4325504,-0.47340772,1.0317419,-0.5685178
0.82691294,-0.73728114,-1.8611944,2.2462087,2.0078058,-0.08661525,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.090221345,1.0046169
0.82691294,-0.73728114,-0.34599373,0.4325504,0.767199,-0.34126058,1.0046169
-0.36915746,1.3548127,0.03280645,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,-0.73728114,-0.7247939,-0.4742788,-0.47340772,-0.48388508,-0.5685178
0.82691294,1.3548127,-0.876314,3.153038,2.0078058,-0.48857987,-0.5685178
0.82691294,-0.73728114,-0.19447365,1.3393795,-0.47340772,-0.47373885,-0.5685178
-0.36915746,-0.73728114,0.26008657,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,1.3548127,-0.952074,4.0598674,2.0078058,0.2957291,-0.5685178
-0.36915746,-0.73728114,-0.57327384,-0.4742788,-0.47340772,0.8310111,-0.5685178
0.82691294,-0.73728114,-0.19447365,0.4325504,-0.47340772,-0.35719025,1.0046169
0.82691294,-0.73728114,0.26008657,-0.4742788,-0.47340772,0.48882905,-0.5685178
0.82691294,-0.73728114,-0.2702337,-0.4742788,-0.47340772,-0.4941138,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48916745,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48606443,-0.5685178
-0.36915746,-0.73728114,-2.1013536,-0.4742788,2.0078058,-0.06447952,-0.5685178
0.82691294,1.3548127,0.108566485,-0.4742788,-0.47340772,-0.39701846,-0.5685178
0.82691294,-0.73728114,-0.4975138,-0.4742788,-0.47340772,-0.46694723,-0.5685178
0.82691294,-0.73728114,0.03280645,-0.4742788,-0.47340772,-0.45688555,-0.5685178
0.82691294,1.3548127,-0.34599373,-0.4742788,-0.47340772,-0.49134684,2.5777516
-1.5652279,-0.73728114,-0.042953584,-0.4742788,-0.47340772,0.29975373,-0.5685178
-0.36915746,1.3548127,-0.876314,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,1.3548127,0.33584657,2.2462087,-0.47340772,-0.32910204,-0.5685178
0.82691294,-0.73728114,-0.952074,0.4325504,3.2484124,0.043683678,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48606443,-0.5685178
-1.5652279,1.3548127,-0.42175376,2.2462087,2.0078058,4.6443925,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48606443,-0.5685178
0.82691294,-0.73728114,0.03280645,-0.4742788,-0.47340772,-0.48606443,-0.5685178
0.82691294,-0.73728114,-0.64903384,-0.4742788,-0.47340772,-0.4900046,-0.5685178
-1.5652279,-0.73728114,1.320727,0.4325504,-0.47340772,0.5829904,-0.5685178
0.82691294,-0.73728114,-0.19447365,0.4325504,2.0078058,-0.23401903,-0.5685178
0.82691294,-0.73728114,2.3056076,-0.4742788,-0.47340772,-0.5021632,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48606443,-0.5685178
-1.5652279,-0.73728114,3.2147279,-0.4742788,-0.47340772,0.049302157,1.0046169
-1.5652279,-0.73728114,-0.42175376,-0.4742788,0.767199,0.62692577,1.0046169
-0.36915746,1.3548127,0.4116066,-0.4742788,0.767199,-0.18521982,-0.5685178
-0.36915746,-0.73728114,0.4116066,0.4325504,-0.47340772,-0.12484968,-0.5685178
0.82691294,1.3548127,-0.042953584,-0.4742788,-0.47340772,-0.48916745,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48916745,-0.5685178
-1.5652279,-0.73728114,-0.57327384,-0.4742788,0.767199,0.9072284,-0.5685178
0.82691294,-0.73728114,0.33584657,-0.4742788,-0.47340772,-0.4739059,-0.5685178
0.82691294,-0.73728114,0.63888675,1.3393795,-0.47340772,-0.48857987,-0.5685178
0.82691294,-0.73728114,-0.042953584,-0.4742788,-0.47340772,-0.48916745,-0.5685178
0.82691294,1.3548127,-0.57327384,-0.4742788,-0.47340772,-0.4941138,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.49159837,-0.5685178
0.82691294,-0.73728114,0.71464676,-0.4742788,-0.47340772,-0.48916745,-0.5685178
0.82691294,1.3548127,-0.34599373,0.4325504,-0.47340772,-0.16207795,2.5777516
-1.5652279,-0.73728114,1.3964871,-0.4742788,-0.47340772,0.39835835,-0.5685178
0.82691294,1.3548127,-1.065714,0.4325504,-0.47340772,-0.35719025,1.0046169
0.82691294,-0.73728114,-0.4975138,-0.4742788,-0.47340772,-0.48606443,-0.5685178
0.82691294,1.3548127,-0.64903384,0.4325504,-0.47340772,-0.45034543,-0.5685178
0.82691294,1.3548127,-0.876314,-0.4742788,-0.47340772,-0.35710776,1.0046169
0.82691294,-0.73728114,-0.57327384,-0.4742788,-0.47340772,-0.48857987,-0.5685178
0.82691294,-0.73728114,3.176848,-0.4742788,-0.47340772,-0.49210146,2.5777516
-0.36915746,-0.73728114,0.03280645,0.4325504,-0.47340772,-0.22546661,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,0.767199,4.3328986,1.0046169
0.82691294,1.3548127,-2.0127144,3.153038,2.0078058,-0.018698826,-0.5685178
-0.36915746,-0.73728114,-0.57327384,1.3393795,-0.47340772,0.8310111,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48606443,-0.5685178
-0.36915746,-0.73728114,0.29796657,0.4325504,-0.47340772,-0.04293138,1.0046169
-0.36915746,1.3548127,0.29796657,-0.4742788,-0.47340772,-0.3864537,-0.5685178
-1.5652279,-0.73728114,1.9268073,-0.4742788,0.767199,0.9072284,-0.5685178
0.82691294,-0.73728114,-1.2551141,0.4325504,-0.47340772,-0.42183664,1.0046169
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.49210146,2.5777516
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.5043425,-0.5685178
0.82691294,1.3548127,-0.34599373,0.4325504,0.767199,-0.19813302,1.0046169
0.82691294,-0.73728114,1.244967,-0.4742788,-0.47340772,-0.5076971,-0.5685178
0.82691294,-0.73728114,0.33584657,-0.4742788,-0.47340772,-0.48916745,1.0046169
0.82691294,-0.73728114,-0.64903384,-0.4742788,-0.47340772,-0.5061878,-0.5685178
0.82691294,1.3548127,1.3964871,0.4325504,-0.47340772,-0.3562686,-0.5685178
-0.36915746,1.3548127,0.03280645,0.4325504,-0.47340772,-0.12484968,-0.5685178
-0.36915746,-0.73728114,-0.2702337,-0.4742788,-0.47340772,-0.3864537,-0.5685178
-0.36915746,-0.73728114,-0.42175376,-0.4742788,-0.47340772,-0.34528527,1.0046169
-1.5652279,1.3548127,-0.7247939,-0.4742788,2.0078058,-0.11914871,-0.5685178
-1.5652279,-0.73728114,0.63888675,0.4325504,-0.47340772,0.42049405,-0.5685178
0.82691294,-0.73728114,-0.952074,-0.4742788,-0.47340772,-0.4625865,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,0.94571435,1.0046169
0.82691294,1.3548127,-0.34599373,-0.4742788,2.0078058,-0.34126058,1.0046169
0.82691294,1.3548127,-0.4975138,-0.4742788,-0.47340772,-0.49210146,-0.5685178
0.82691294,1.3548127,-0.34599373,0.4325504,-0.47340772,-0.32910204,-0.5685178
0.82691294,-0.73728114,-0.7247939,-0.4742788,-0.47340772,-0.51222485,2.5777516
-0.36915746,-0.73728114,-0.8005539,-0.4742788,-0.47340772,-0.41663876,-0.5685178
-0.36915746,-0.73728114,-0.7247939,0.4325504,0.767199,0.091476716,-0.5685178
0.82691294,-0.73728114,-0.11871362,-0.4742788,-0.47340772,-0.4911798,-0.5685178
0.82691294,1.3548127,-1.4823942,1.3393795,2.0078058,0.043683678,-0.5685178
-0.36915746,-0.73728114,0.6010067,-0.4742788,2.0078058,-0.12484968,-0.5685178
-0.36915746,-0.73728114,1.0176868,-0.4742788,-0.47340772,-0.3864537,-0.5685178
-0.36915746,-0.73728114,1.6995273,-0.4742788,-0.47340772,-0.3960123,-0.5685178
-1.5652279,1.3548127,-0.4975138,0.4325504,-0.47340772,0.6921597,-0.5685178
0.82691294,-0.73728114,2.0404475,-0.4742788,-0.47340772,-0.48606443,-0.5685178
0.82691294,-0.73728114,0.90404683,-0.4742788,2.0078058,-0.3562686,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.50090545,-0.5685178
-1.5652279,-0.73728114,1.6995273,-0.4742788,0.767199,0.5870996,1.0046169
0.82691294,1.3548127,-0.952074,-0.4742788,-0.47340772,-0.4924375,2.5777516
0.82691294,-0.73728114,0.108566485,-0.4742788,-0.47340772,-0.48606443,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.47373885,-0.5685178
0.82691294,-0.73728114,-0.34599373,6.7803545,2.0078058,0.7515238,-0.5685178
0.82691294,-0.73728114,1.169207,-0.4742788,0.767199,-0.32407117,-0.5685178
-0.36915746,1.3548127,0.86616683,-0.4742788,-0.47340772,-0.33111438,-0.5685178
0.82691294,-0.73728114,-0.19447365,-0.4742788,-0.47340772,-0.49159837,-0.5685178
0.82691294,-0.73728114,-0.876314,-0.4742788,-0.47340772,-0.47373885,-0.5685178
0.82691294,-0.73728114,-2.0884745,3.153038,0.767199,0.15058917,-0.5685178
0.82691294,-0.73728114,-1.4823942,-0.4742788,2.0078058,-0.23502521,-0.5685178
-1.5652279,1.3548127,-0.34599373,-0.4742788,0.767199,0.4587285,-0.5685178
0.82691294,1.3548127,1.244967,0.4325504,4.4890194,-0.08661525,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.12635894,-0.5685178
0.82691294,-0.73728114,-0.042953584,-0.4742788,-0.47340772,0.48882905,-0.5685178
-1.5652279,-0.73728114,2.4571276,-0.4742788,-0.47340772,0.026075713,-0.5685178
0.82691294,-0.73728114,-1.8611944,3.153038,0.767199,-0.0619641,2.5777516
0.82691294,1.3548127,-2.0884745,0.4325504,0.767199,-0.42401803,-0.5685178
0.82691294,-0.73728114,-0.57327384,-0.4742788,-0.47340772,-0.48857987,-0.5685178
-1.5652279,-0.73728114,2.0783274,-0.4742788,-0.47340772,-0.030354267,1.0046169
0.82691294,-0.73728114,-0.8005539,0.4325504,0.767199,-0.4900046,-0.5685178
0.82691294,-0.73728114,-0.34599373,2.2462087,0.767199,-0.13558148,-0.5685178
-1.5652279,1.3548127,1.6237671,-0.4742788,-0.47340772,-0.070265,1.0046169
-0.36915746,-0.73728114,0.108566485,-0.4742788,-0.47340772,-0.3864537,-0.5685178
0.82691294,-0.73728114,0.5631267,-0.4742788,-0.47340772,-0.6480577,-0.5685178
0.82691294,1.3548127,-0.34599373,6.7803545,2.0078058,0.7515238,-0.5685178
-0.36915746,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.34520075,1.0046169
0.82691294,-0.73728114,-1.4823942,3.153038,2.0078058,-0.016434923,-0.5685178
-0.36915746,-0.73728114,-2.0884745,1.3393795,0.767199,0.13675433,-0.5685178
0.82691294,1.3548127,-1.8611944,-0.4742788,2.0078058,-0.20484014,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,0.35811156,-0.5685178
0.82691294,1.3548127,-0.34599373,0.4325504,-0.47340772,-0.33614522,2.5777516
-1.5652279,-0.73728114,1.244967,-0.4742788,-0.47340772,-0.11378183,-0.5685178
0.82691294,-0.73728114,0.86616683,0.4325504,0.767199,-0.33614522,2.5777516
0.82691294,-0.73728114,0.5631267,-0.4742788,-0.47340772,-0.48916745,-0.5685178
-0.36915746,1.3548127,0.26008657,-0.4742788,-0.47340772,-0.3864537,-0.5685178
-0.36915746,-0.73728114,-0.7247939,-0.4742788,-0.47340772,-0.3864537,-0.5685178
0.82691294,1.3548127,-0.7247939,0.4325504,-0.47340772,-0.4900046,-0.5685178
-0.36915746,-0.73728114,-1.9369545,0.4325504,0.767199,-0.12484968,-0.5685178
-1.5652279,1.3548127,1.169207,-0.4742788,-0.47340772,-0.090221345,1.0046169
-1.5652279,1.3548127,2.2298474,-0.4742788,-0.47340772,2.3004367,1.0046169
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.49210146,2.5777516
0.82691294,-0.73728114,1.0176868,-0.4742788,0.767199,-0.47893676,-0.5685178
0.82691294,1.3548127,-0.34599373,-0.4742788,-0.47340772,-0.49210146,2.5777516
-0.36915746,1.3548127,-0.34599373,-0.4742788,-0.47340772,-0.3864537,-0.5685178
0.82691294,-0.73728114,-0.042953584,-0.4742788,-0.47340772,-0.45688555,-0.5685178
0.82691294,-0.73728114,-0.34599373,6.7803545,2.0078058,0.7515238,-0.5685178
0.82691294,-0.73728114,0.4116066,-0.4742788,-0.47340772,-0.5173402,-0.5685178
0.82691294,-0.73728114,1.282847,-0.4742788,-0.47340772,-0.50266623,1.0046169
0.82691294,-0.73728114,-0.8005539,-0.4742788,-0.47340772,-0.48606443,-0.5685178
0.82691294,1.3548127,-2.0127144,-0.4742788,0.767199,-0.43751678,-0.5685178
0.82691294,-0.73728114,0.26008657,0.4325504,-0.47340772,-0.32910204,-0.5685178
0.82691294,-0.73728114,-0.19447365,-0.4742788,-0.47340772,-0.26998958,1.0046169
0.82691294,1.3548127,-0.952074,-0.4742788,-0.47340772,-0.49210146,2.5777516
-1.5652279,-0.73728114,0.86616683,-0.4742788,-0.47340772,-0.024232749,1.0046169
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.5061878,-0.5685178
-0.36915746,1.3548127,0.48736665,-0.4742788,-0.47340772,-0.22546661,-0.5685178
0.82691294,-0.73728114,-0.4975138,-0.4742788,-0.47340772,-0.5021632,-0.5685178
-0.36915746,-0.73728114,0.108566485,-0.4742788,-0.47340772,-0.3864537,-0.5685178
0.82691294,-0.73728114,-0.34599373,0.4325504,-0.47340772,-0.49210146,2.5777516
-1.5652279,1.3548127,0.18432651,0.4325504,-0.47340772,1.6314188,1.0046169
0.82691294,1.3548127,-0.11871362,-0.4742788,-0.47340772,-0.48857987,-0.5685178
-0.36915746,-0.73728114,1.0176868,0.4325504,-0.47340772,-0.10472629,-0.5685178
-1.5652279,1.3548127,0.26008657,-0.4742788,-0.47340772,0.8871896,1.0046169
-0.36915746,-0.73728114,0.108566485,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,-0.73728114,-0.952074,-0.4742788,-0.47340772,-0.48606443,-0.5685178
-0.36915746,-0.73728114,-0.11871362,-0.4742788,-0.47340772,-0.3864537,-0.5685178
0.82691294,-0.73728114,1.6995273,-0.4742788,-0.47340772,-0.48606443,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48916745,-0.5685178
-1.5652279,-0.73728114,0.71464676,0.4325504,-0.47340772,1.163047,-0.5685178
0.82691294,-0.73728114,-0.4975138,-0.4742788,-0.47340772,-0.45990404,-0.5685178
-0.36915746,-0.73728114,-0.7247939,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,-0.73728114,-0.61115384,-0.4742788,-0.47340772,-0.5021632,-0.5685178
-0.36915746,-0.73728114,-0.8005539,-0.4742788,-0.47340772,-0.3864537,-0.5685178
0.82691294,1.3548127,-0.34599373,2.2462087,0.767199,-0.13558148,-0.5685178
-1.5652279,1.3548127,0.48736665,0.4325504,-0.47340772,1.0317419,-0.5685178
0.82691294,-0.73728114,0.03280645,-0.4742788,-0.47340772,-0.49159837,-0.5685178
-0.36915746,-0.73728114,2.3056076,-0.4742788,-0.47340772,-0.376392,-0.5685178
0.82691294,1.3548127,-1.7854344,3.153038,2.0078058,-0.016434923,-0.5685178
-0.36915746,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,1.3548127,-0.34599373,-0.4742788,-0.47340772,-0.49612615,-0.5685178
-0.36915746,-0.73728114,1.169207,0.4325504,-0.47340772,-0.12484968,-0.5685178
-0.36915746,1.3548127,-1.5581542,-0.4742788,2.0078058,-0.11981883,-0.5685178
-0.36915746,-0.73728114,-0.7247939,-0.4742788,-0.47340772,-0.43676215,-0.5685178
-0.36915746,-0.73728114,0.33584657,-0.4742788,-0.47340772,-0.40104315,-0.5685178
0.82691294,1.3548127,-0.34599373,0.4325504,-0.47340772,-0.35719025,1.0046169
0.82691294,1.3548127,-0.34599373,0.4325504,-0.47340772,-0.33614522,2.5777516
-0.36915746,-0.73728114,0.03280645,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,-0.73728114,-0.4975138,-0.4742788,-0.47340772,-0.50467855,-0.5685178
0.82691294,-0.73728114,0.108566485,-0.4742788,-0.47340772,-0.50266623,1.0046169
-1.5652279,-0.73728114,1.169207,1.3393795,-0.47340772,1.163047,2.5777516
0.82691294,1.3548127,-0.2702337,-0.4742788,-0.47340772,-0.49159837,-0.5685178
-0.36915746,1.3548127,-0.34599373,-0.4742788,2.0078058,-0.3562686,-0.5685178
-1.5652279,-0.73728114,0.63888675,0.4325504,0.767199,0.4095107,-0.5685178
-0.36915746,-0.73728114,1.9268073,0.4325504,-0.47340772,-0.12484968,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.5021632,-0.5685178
0.82691294,1.3548127,0.03280645,0.4325504,0.767199,-0.43751678,-0.5685178
-1.5652279,-0.73728114,2.5328877,-0.4742788,-0.47340772,-0.11378183,-0.5685178
0.82691294,-0.73728114,0.108566485,0.4325504,-0.47340772,-0.32407117,-0.5685178
0.82691294,1.3548127,0.94192684,-0.4742788,2.0078058,-0.24131377,-0.5685178
0.82691294,1.3548127,0.03280645,-0.4742788,2.0078058,-0.34126058,1.0046169
-1.5652279,1.3548127,-0.34599373,-0.4742788,-0.47340772,0.94571435,1.0046169
-1.5652279,1.3548127,0.108566485,-0.4742788,-0.47340772,1.0926151,-0.5685178
-1.5652279,1.3548127,0.48736665,-0.4742788,-0.47340772,9.66174,1.0046169
-0.36915746,1.3548127,1.6237671,-0.4742788,0.767199,-0.12484968,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.49210146,2.5777516
0.82691294,-0.73728114,-1.9369545,3.153038,2.0078058,-0.016434923,-0.5685178
-1.5652279,-0.73728114,1.7752873,0.4325504,0.767199,0.95476997,-0.5685178
-1.5652279,-0.73728114,0.86616683,-0.4742788,-0.47340772,-0.6480577,-0.5685178
0.82691294,1.3548127,-0.34599373,-0.4742788,-0.47340772,-0.49210146,2.5777516
-0.36915746,-0.73728114,0.5631267,-0.4742788,-0.47340772,-0.43676215,-0.5685178
0.82691294,-0.73728114,-0.952074,3.153038,0.767199,0.15058917,-0.5685178
0.82691294,-0.73728114,-0.2702337,0.4325504,-0.47340772,-0.49159837,-0.5685178
-1.5652279,1.3548127,2.2298474,-0.4742788,0.767199,2.4401271,-0.5685178
-1.5652279,1.3548127,0.48736665,-0.4742788,-0.47340772,2.0813434,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.024232749,-0.5685178
0.82691294,-0.73728114,-0.2702337,-0.4742788,-0.47340772,-0.6480577,-0.5685178
-0.36915746,1.3548127,0.94192684,-0.4742788,0.767199,-0.25565168,-0.5685178
-1.5652279,-0.73728114,0.63888675,-0.4742788,0.767199,-0.050393134,1.0046169
0.82691294,1.3548127,-0.34599373,-0.4742788,-0.47340772,-0.49210146,2.5777516
-1.5652279,1.3548127,2.6086476,0.4325504,-0.47340772,0.9207272,-0.5685178
0.82691294,1.3548127,1.244967,-0.4742788,-0.47340772,-0.49210146,-0.5685178
-0.36915746,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.6480577,-0.5685178
0.82691294,-0.73728114,-1.6339144,3.153038,0.767199,-0.0619641,2.5777516
0.82691294,1.3548127,0.48736665,0.4325504,0.767199,-0.24055915,-0.5685178
0.82691294,-0.73728114,2.7601676,-0.4742788,-0.47340772,-0.49210146,2.5777516
0.82691294,-0.73728114,-0.042953584,-0.4742788,-0.47340772,-0.4900046,-0.5685178
0.82691294,-0.73728114,-0.952074,-0.4742788,-0.47340772,-0.45688555,-0.5685178
0.82691294,-0.73728114,-0.7247939,-0.4742788,-0.47340772,-0.48606443,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.12484968,-0.5685178
0.82691294,-0.73728114,0.33584657,-0.4742788,-0.47340772,-0.47373885,1.0046169
0.82691294,-0.73728114,0.108566485,-0.4742788,-0.47340772,-0.45688555,-0.5685178
0.82691294,-0.73728114,-0.4975138,-0.4742788,-0.47340772,-0.48916745,-0.5685178
-0.36915746,-0.73728114,1.0176868,-0.4742788,-0.47340772,-0.3864537,-0.5685178
0.82691294,1.3548127,-0.4975138,-0.4742788,-0.47340772,-0.49210146,2.5777516
-1.5652279,1.3548127,-0.19447365,-0.4742788,-0.47340772,0.93867123,-0.5685178
-1.5652279,1.3548127,-0.7247939,0.4325504,-0.47340772,1.1847641,1.0046169
-0.36915746,-0.73728114,0.5631267,-0.4742788,-0.47340772,-0.3889691,1.0046169
0.82691294,1.3548127,-0.34599373,-0.4742788,-0.47340772,-0.46996573,-0.5685178
0.82691294,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.48916745,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.090221345,1.0046169
0.82691294,-0.73728114,-0.38387373,-0.4742788,-0.47340772,-0.5025817,1.0046169
-1.5652279,1.3548127,-2.0127144,0.4325504,2.0078058,2.4016414,-0.5685178
-1.5652279,-0.73728114,-0.34599373,-0.4742788,-0.47340772,-0.03429444,-0.5685178
-1.5652279,1.3548127,1.6237671,-0.4742788,0.767199,4.3328986,1.0046169
